,com,perc,snr,r,cnn
669,"(455.11562514817837, 277.0259837756047)",48.2889,9.72248,0.887854,0.995477
670,"(479.26666467199794, 277.5704083819505)",53.118,11.0506,0.924752,0.999061
671,"(471.8330601770486, 268.9963802936311)",41.9785,9.35507,0.889018,0.732723
672,"(481.175096788265, 268.5952037685624)",47.673,11.1605,0.929792,0.996939
673,"(461.67324860230644, 265.71251144153547)",47.379,13.7705,0.942516,0.999989
674,"(479.76835659642774, 298.1595231194051)",48.3495,14.8391,0.964297,0.962029
675,"(471.84704757708187, 314.1913940737659)",45.3872,13.6323,0.982622,0.993457
676,"(454.919004820777, 311.6264764491245)",47.864,8.11853,0.912886,0.961707
677,"(455.69267389630255, 284.88702463753486)",42.4539,11.1349,0.964943,0.999888
678,"(477.7324109405002, 309.9291816651594)",44.8431,10.4727,0.907,0.986791
679,"(474.67606450875434, 297.3409264111766)",46.7292,9.56664,0.917403,0.304181
680,"(464.5790992413032, 292.1743106550806)",47.9867,7.70984,0.893271,0.999506
681,"(474.8674460289857, 322.40595911155685)",46.6475,8.89624,0.855705,0.463098
682,"(469.1554291676366, 309.0416367086764)",55.1163,10.8636,0.960782,0.999892
683,"(454.33878913825595, 292.43092717259753)",51.6198,9.25519,0.920315,0.999884
684,"(476.15681650436585, 335.7338854542336)",47.0332,12.9605,0.970891,0.991009
685,"(473.2941345885152, 354.5081778823545)",45.6415,14.8227,0.96899,0.999952
686,"(468.1637035479355, 334.46435081678084)",50.933,14.9826,0.906247,0.999995
687,"(459.83734794291996, 351.51019133741846)",39.4041,17.5536,0.961493,0.999946
688,"(466.8124862575691, 357.62449182333046)",46.5135,15.3079,0.936908,0.902425
689,"(483.616798945387, 347.9923888167059)",56.6547,11.2118,0.923965,0.86549
690,"(467.13428577156697, 351.71540976364753)",53.5196,13.0801,0.939526,0.956432
691,"(481.3431014032582, 337.98263642013234)",48.0544,11.5231,0.974121,0.999849
692,"(461.3708390304678, 343.0825364154556)",46.7313,7.30505,0.56539,0.950455
693,"(473.59957265777126, 348.03626121178877)",43.6949,8.06907,0.749054,0.990652
694,"(450.14852424610257, 397.28241138910147)",43.3153,15.3488,0.940346,0.999871
695,"(456.98229657673403, 392.4063145441493)",43.1573,22.0204,0.963446,0.999979
696,"(482.1398987023566, 374.7173309686375)",45.8793,16.3647,0.980544,0.999284
697,"(460.82327372889756, 373.29595969681156)",52.2998,14.8451,0.961333,1.0
698,"(453.19437533689216, 386.12761223119196)",44.6874,18.2236,0.845688,0.995257
699,"(479.4825368940783, 380.89067268067237)",45.9247,8.77902,0.906916,0.959259
700,"(469.90929422186645, 372.8143665113216)",44.4969,8.00215,0.806173,0.790111
701,"(482.8563596845646, 398.32743304821923)",51.0208,13.2347,0.920074,0.981425
702,"(470.12582309403393, 386.5247571247598)",48.1675,9.33948,0.835203,0.879058
703,"(456.57371056267124, 366.0905942252384)",49.1088,9.83233,0.895961,0.998974
704,"(454.74101028849157, 405.51233098484795)",43.5224,10.1234,0.633139,0.785887
705,"(483.67404497138523, 390.32605379377395)",50.0571,10.5813,0.941242,0.515975
706,"(454.85896806955765, 374.59296075681385)",47.9786,13.7973,0.951201,0.82127
707,"(478.62914473965355, 417.930404391674)",51.8983,23.731,0.974187,0.993912
708,"(468.7393884461205, 420.41357925598834)",54.4401,24.8787,0.985222,0.999971
709,"(483.59394715121033, 414.16556937335685)",46.898,22.2351,0.972673,0.947643
710,"(472.9496181647462, 429.00341047188954)",47.7912,14.6676,0.959231,0.996981
711,"(483.70945860672737, 428.1815730880857)",46.2664,14.3959,0.964119,0.856706
712,"(452.31113684770946, 416.5282660431664)",40.5429,20.097,0.947868,0.999984
713,"(451.03811614932835, 434.2293221338577)",48.7823,9.83192,0.7662,0.999691
714,"(461.4455051911938, 425.56791914475707)",50.2206,10.82,0.872746,0.963833
715,"(463.06038717472165, 456.94284089253534)",40.9031,19.5908,0.974931,0.999995
716,"(474.95926544959235, 457.9099870099173)",43.4747,17.5675,0.9717,0.9997
717,"(457.59298422575495, 453.9785620209141)",44.3731,16.9004,0.96589,0.999705
718,"(481.7860426286654, 450.13791270951924)",50.7701,12.1449,0.934402,0.989921
719,"(483.1610844955077, 470.2424896181307)",48.0148,9.21065,0.925324,0.984353
720,"(464.3122653750883, 467.9688714943252)",49.219,10.8342,0.934577,0.999781
721,"(473.5788788738095, 451.83556782380106)",48.6478,11.6825,0.949275,0.999999
722,"(483.43483991946175, 462.62271668665335)",45.0296,8.1297,0.967239,0.703572
723,"(457.04863725804273, 464.56766306734704)",43.2163,8.19866,0.736333,0.926194
724,"(470.89634194971467, 466.6013849884464)",46.6121,6.32986,0.910141,0.998276
725,"(479.4723621163021, 465.9275822016701)",46.4774,6.10599,0.92514,0.813855
726,"(484.1742516491943, 458.0518293943205)",49.3102,7.91679,0.928109,0.471354
727,"(209.3239987267948, 366.46802828637414)",30.5574,10.5159,0.977333,0.999976
728,"(332.26710016511083, 444.84585683992077)",40.9329,26.1526,0.913495,0.999998
729,"(289.8496670210179, 444.6364766654661)",45.5297,19.6297,0.958899,0.994323
730,"(42.96984513391848, 402.5912621840201)",47.8395,15.2391,0.9414,0.999636
731,"(207.00665444424882, 446.42618850384)",41.2699,4.73999,0.707468,0.988224
732,"(448.88639814754237, 410.988581009545)",41.7466,27.2932,0.967007,0.999693
733,"(162.83054903274362, 205.48253072186023)",41.0676,18.2475,0.97387,0.999998
734,"(444.71997342033694, 204.53836787635638)",44.2814,16.2775,0.930723,0.870005
735,"(248.6972830066905, 400.8209384024591)",42.6222,19.1539,0.973263,0.999985
736,"(126.24682706885693, 404.74528136126946)",51.8037,28.4442,0.962132,1.0
737,"(245.3574720845121, 364.27284413535773)",47.328,19.0061,0.958513,0.99988
738,"(169.23862184651887, 365.23239087549814)",43.8537,13.3371,0.9453,0.999512
739,"(87.56537022056503, 440.6868479083817)",44.6716,14.1782,0.978563,0.999978
740,"(327.9858396937339, 439.81985850279455)",45.0675,27.5565,0.971802,0.988587
741,"(291.1460677902007, 367.67809925321205)",44.6959,13.1995,0.945852,0.996427
742,"(44.688863018074834, 323.8679138375634)",33.1815,27.4235,0.965498,0.999925
743,"(250.02928228831135, 325.2856106914215)",48.5229,19.2712,0.943111,0.999997
744,"(447.1033812157063, 325.1644299041935)",47.8687,22.3848,0.973977,0.999981
745,"(208.25337267153571, 399.58836730187227)",46.7655,24.1732,0.974006,0.99999
746,"(286.70284571732196, 447.8618137120939)",47.4175,27.8132,0.979549,0.999996
747,"(278.23845047324875, 289.0465920069589)",47.9568,20.5929,0.950861,1.0
748,"(248.29377370101344, 243.69620318269526)",51.8741,15.3441,0.941773,1.0
749,"(81.88967810810622, 285.2827117792567)",55.7116,15.799,0.96012,0.999988
750,"(205.14600879347486, 283.6863266741172)",47.1946,16.4703,0.947262,1.0
751,"(326.58402882825453, 361.15824763137783)",44.3317,22.5479,0.966865,1.0
752,"(84.86074652155432, 402.67970225919174)",44.3151,23.7261,0.965747,0.958952
753,"(407.65291132431923, 450.7921462288496)",44.7834,19.003,0.96509,0.999992
754,"(165.07172340465507, 410.4473491608994)",40.6323,14.2762,0.961528,1.0
755,"(405.5310923683726, 327.2613621661602)",48.3613,14.9017,0.965128,0.999978
756,"(404.7649307651332, 405.6526975293969)",46.5039,25.3431,0.967936,1.0
757,"(446.765750585982, 361.1582926481443)",44.7244,13.5373,0.973402,0.974332
758,"(48.14843165013328, 438.60756987026053)",44.4414,14.1245,0.96328,0.999463
759,"(286.00228641716444, 283.17546222713)",40.9053,13.0037,0.847363,0.999911
760,"(283.79983024029326, 408.68205458797655)",49.2391,23.03,0.9792,0.999992
761,"(325.1421209301217, 447.5669005864041)",49.2736,14.2014,0.959933,0.999478
762,"(286.68880122960087, 322.2118770990036)",57.5311,13.7727,0.953084,0.946058
763,"(167.40842719877764, 286.09399483461067)",39.1629,11.3957,0.964114,0.999983
764,"(449.4141025020876, 84.10501083742739)",48.0631,7.28439,0.967331,0.999828
765,"(364.0184293547923, 449.55656599154753)",46.1459,15.5446,0.926519,0.999999
766,"(443.90513094725367, 163.53970859314447)",43.6857,8.27781,0.961667,0.548413
767,"(205.5956296344413, 328.2275415425651)",44.8982,13.5677,0.937503,0.999998
768,"(129.46214778966296, 242.93601529509078)",48.1459,11.489,0.944853,1.0
769,"(244.25990958690218, 406.2390554935381)",43.8488,11.9596,0.88496,0.999904
770,"(243.9553991523241, 438.4944037714651)",49.0754,19.1529,0.969365,0.999992
771,"(204.6601880735201, 170.7144919342582)",50.1208,8.37057,0.956236,0.999998
772,"(370.6305403471902, 444.7076872589369)",40.7892,15.3534,0.955108,0.995245
773,"(45.85401459202251, 203.70300344268287)",51.0988,10.9037,0.911196,0.998726
774,"(411.0330456867247, 159.32320167360314)",29.9365,13.732,0.956328,0.999816
775,"(367.4440462980013, 200.9857512408938)",45.5054,7.18433,0.96125,0.999993
776,"(397.06548854119626, 283.20943431299094)",41.5761,20.0293,0.944338,0.999997
777,"(407.2457898429725, 81.16418714205903)",46.3728,9.47235,0.956433,0.997735
778,"(403.9552004779293, 436.42903051701387)",41.2592,12.3962,0.92341,1.0
779,"(283.0312498570367, 163.62150004069153)",43.926,4.84066,0.846569,0.984802
780,"(82.90472272086825, 446.9628890241554)",50.5196,6.19082,0.896109,0.823517
781,"(369.40303668937423, 162.35170822316852)",49.2518,5.40045,0.917403,0.336986
782,"(323.27771338537883, 123.14691409982883)",56.3194,6.6289,0.942056,0.997977
783,"(120.18871514995404, 367.11178390976045)",43.1151,19.4906,0.952441,0.997844
784,"(158.5641150143553, 361.18458556749823)",44.1683,24.7875,0.961718,0.999535
785,"(202.63041878285063, 245.8713075006563)",46.3581,8.3521,0.915418,0.999289
786,"(443.24645544137866, 434.41683489000815)",34.8825,19.544,0.981009,0.999998
787,"(166.63816608679122, 43.188495439266724)",48.3344,4.98638,0.859695,0.986087
788,"(252.0662006738104, 204.1451693237236)",46.4144,12.1753,0.981359,1.0
789,"(327.89041273720187, 286.03498992530876)",43.0519,9.01026,0.905546,0.291707
790,"(365.3897269132994, 325.0514625395905)",47.1158,15.0794,0.95507,0.946004
791,"(446.70570153561545, 245.33351731394015)",38.6308,12.9161,0.967476,0.999997
792,"(78.76818237814389, 165.37034120035554)",48.2375,13.279,0.970137,1.0
793,"(449.6919866744502, 90.18811636437255)",49.143,14.049,0.972836,0.999422
794,"(402.2139045691825, 171.8988820603987)",49.4797,10.1081,0.940502,0.993074
795,"(121.02483512527917, 248.77850030254103)",45.3465,9.23877,0.905313,0.982274
796,"(127.13390391937082, 170.93482208387738)",45.2726,7.1957,0.946374,0.997087
797,"(371.90510162149934, 327.0000562020666)",49.1183,17.2026,0.967549,0.998565
798,"(402.2945067870318, 124.15287446852078)",42.9404,4.386,0.794701,0.999852
799,"(168.98499634079698, 446.08541430733544)",47.0866,11.2832,0.927471,0.975863
800,"(212.40025730006803, 46.81141176661195)",53.819,8.69491,0.970489,0.999998
801,"(78.96079503908311, 205.8032866692001)",48.887,15.9556,0.950291,0.929437
802,"(288.7832033590124, 119.94390585146176)",44.8141,4.62902,0.937272,0.99992
803,"(284.2053055584952, 50.07984151321414)",52.8234,7.30639,0.912713,0.957483
804,"(80.55680868495863, 411.4468793007445)",55.1903,28.9786,0.964212,0.999998
805,"(443.295931826124, 242.00961298063498)",49.7279,12.1743,0.953173,0.560312
806,"(45.6814031294869, 327.5236883951418)",45.2818,20.5022,0.965325,0.996691
807,"(218.49217559737178, 363.46299212181265)",46.5218,22.3211,0.964425,0.999999
808,"(290.70041074904725, 402.39678419031014)",48.5272,21.2824,0.853333,0.998668
809,"(84.31696784171874, 392.2677352896611)",48.7391,24.7476,0.970592,1.0
810,"(45.319728280599314, 246.9552929548073)",51.0793,10.7973,0.944958,0.906751
811,"(360.4270029585602, 442.89847113476503)",44.1347,14.3966,0.940028,0.99992
812,"(440.24357873080237, 324.02504167024864)",46.1162,11.5195,0.903335,0.992056
813,"(320.65422532061075, 401.796848728619)",34.2129,18.9682,0.941782,0.998501
814,"(79.19859793479033, 439.8366998546678)",47.6249,8.30579,0.90397,0.999044
815,"(41.41496001014664, 362.6666240215979)",44.6169,11.603,0.956294,0.999987
816,"(438.2664900924859, 90.56927228628658)",47.2297,4.15079,0.92146,0.963355
817,"(40.846376962548064, 250.6764151352774)",49.5498,12.063,0.96126,0.999658
818,"(162.53326881833618, 441.16630465064236)",43.9036,10.3622,0.94989,0.99722
819,"(438.8006580749498, 366.6350940953771)",54.0269,10.5444,0.884705,0.844772
820,"(333.3154567308077, 244.67824368865752)",44.704,15.0202,0.95849,0.999723
821,"(253.1050963352014, 275.220716377032)",49.6115,17.7975,0.967034,0.999995
822,"(132.00516216333315, 369.32679372187323)",47.3841,23.0191,0.959625,1.0
823,"(87.58701058956231, 160.29235124102354)",46.9085,6.07722,0.901356,0.998311
824,"(50.32002189291475, 411.225377453583)",42.693,24.5833,0.966944,0.999998
825,"(91.18812393333255, 240.72959774973089)",43.0905,11.1385,0.775113,0.985607
826,"(49.02792753763995, 242.41282696449775)",41.2897,13.2616,0.940769,0.99971
827,"(41.09122321633668, 441.71087345323764)",57.7188,4.51825,0.51797,0.911277
828,"(115.96487319340098, 197.4084212914235)",43.2306,11.4228,0.948187,0.999358
829,"(241.71966383940597, 450.0535107067714)",47.595,16.1074,0.931266,0.995799
830,"(172.93968781534684, 438.35065255706843)",47.6389,12.8703,0.934056,0.999997
831,"(87.92562706442322, 361.70874468777737)",43.6898,14.255,0.783597,0.999973
832,"(201.03214241247974, 365.894900409049)",49.4094,20.5823,0.960994,0.999869
833,"(328.67056984665624, 406.65641720475884)",54.5811,9.89133,0.884325,0.999996
834,"(270.64187987919235, 206.2498741635627)",45.326,9.19363,0.961498,0.976498
835,"(79.08251160941843, 365.08419100189104)",52.0275,10.2157,0.91835,0.662965
836,"(328.1131986078843, 132.42866916090023)",52.0147,6.45509,0.896545,0.999987
837,"(289.88836400049695, 243.85216065898643)",42.5524,10.6827,0.904882,0.904897
838,"(89.47772908954758, 281.86853730974747)",48.1474,6.95043,0.6747,0.968865
839,"(131.51058158971168, 437.0368585592722)",45.7908,7.53751,0.822564,0.998061
840,"(410.90990147657317, 247.604936247954)",54.0696,10.6719,0.917221,0.369789
841,"(410.7830424008, 206.53262402548003)",49.5445,11.612,0.952635,0.994177
842,"(405.37887886971333, 201.06345844247303)",40.6027,6.9098,0.911495,0.998895
843,"(210.3624669314003, 169.6074758678358)",48.9143,5.93044,0.901508,0.999734
844,"(75.26593238753428, 124.38311787512147)",46.5864,11.4458,0.943927,1.0
845,"(100.6973395822284, 327.50320152333)",43.308,22.5024,0.938504,0.999999
846,"(139.92153285978418, 322.5244041073624)",43.6461,12.7337,0.981763,0.942455
847,"(95.02830708663714, 406.3790117373347)",46.7206,27.971,0.966114,0.999141
848,"(203.02737742320608, 276.18516053273476)",35.9605,24.7575,0.967545,0.999914
849,"(208.6383114412097, 414.1908013496882)",41.6672,25.8697,0.980019,0.999999
850,"(415.8167164523892, 402.59806841944055)",44.6144,27.7509,0.916162,0.992006
851,"(42.99044144473091, 223.88050070589577)",49.0768,15.6792,0.971282,0.999997
852,"(81.41693193232635, 374.53026311590025)",42.7505,25.1225,0.97697,0.997115
853,"(297.53637764668537, 408.02883385091144)",47.9001,28.1019,0.975338,0.999999
854,"(419.0478811096051, 324.42175190143627)",47.285,16.2272,0.957222,1.0
855,"(283.4589752363039, 233.21305200920312)",42.2188,16.8956,0.981644,0.990221
856,"(431.88091604188645, 361.1577597287007)",42.4742,22.0373,0.979447,0.999994
857,"(285.5064874847199, 434.2498562932799)",46.0443,26.9187,0.973969,0.999968
858,"(164.61521016821152, 195.0662585518566)",42.6208,13.3157,0.956585,0.999371
859,"(383.23687789485064, 369.0637645021009)",45.5823,18.9285,0.977989,0.998109
860,"(363.16517153502883, 338.20939840117245)",47.17,12.8467,0.96664,0.974629
861,"(326.5409252724277, 351.4206357659845)",47.355,21.0886,0.980481,0.999972
862,"(246.48784285165016, 358.1961506525376)",44.2512,20.4759,0.9563,0.931469
863,"(478.4208433466475, 442.471427060279)",51.9134,22.3925,0.977045,0.984929
864,"(65.2168094039152, 367.27534801960735)",44.5967,21.2409,0.966725,0.999983
865,"(3.607324751709784, 322.76725412421877)",45.2673,18.4327,0.979005,0.656508
866,"(342.4210065848521, 405.2402653240276)",46.4677,19.9058,0.942481,0.999475
867,"(125.0306375999632, 312.40734510194056)",50.2397,12.3843,0.960287,0.999998
868,"(410.5847533993934, 321.3026234742802)",47.9096,19.4918,0.961877,0.98338
869,"(164.55862606210837, 292.9160288690522)",55.3166,14.8625,0.965819,0.915725
870,"(47.98567533825805, 296.7509987631134)",41.5367,15.488,0.954367,0.995627
871,"(73.77623925954364, 327.359430952719)",48.879,20.4423,0.960511,0.999962
872,"(388.66921428665665, 366.236122671601)",48.7333,19.0788,0.977333,0.997268
873,"(16.58616772834133, 281.9427682164279)",47.0743,20.1771,0.972814,0.999739
874,"(395.78104734657876, 242.16645712536163)",54.0854,12.2333,0.958183,0.999881
875,"(246.52684595185815, 225.4703480832176)",43.2223,15.223,0.959092,0.998101
876,"(39.801283523350165, 315.03112980356127)",45.0064,23.1258,0.948798,1.0
877,"(96.49833200043888, 368.7123610515618)",39.3057,15.4757,0.954081,0.99999
878,"(241.31081346017706, 380.82738139885606)",39.8137,21.4385,0.950255,0.995694
879,"(165.57328749321138, 351.78009939434634)",48.7458,17.8373,0.916476,0.913583
880,"(392.98853080156306, 328.1961724597298)",48.4087,20.0881,0.950738,0.999975
881,"(406.72386440363, 394.9735384802521)",58.8144,20.2041,0.965286,0.999655
882,"(9.854562110292184, 322.76222452026053)",44.6184,19.8498,0.96903,0.999999
883,"(284.9539555792781, 385.18327020122746)",48.9195,13.807,0.946184,0.88336
884,"(258.7218792105839, 282.50437098269714)",49.4453,21.3929,0.931067,1.0
885,"(320.51255900682565, 332.6956674338682)",45.7548,21.737,0.977427,0.99937
886,"(174.48949249300597, 206.14212968848508)",59.0411,19.8832,0.940176,0.999989
887,"(464.07293616307, 409.38196398564435)",48.3966,19.7582,0.972454,0.999999
888,"(265.64213271224287, 364.96970481922256)",51.7749,22.8382,0.976424,1.0
889,"(232.0384411527505, 408.8169636359009)",45.3414,26.8924,0.97767,1.0
890,"(407.23285117991117, 347.6078939158692)",51.432,20.3012,0.965675,0.996544
891,"(47.475953831526574, 266.96838647326626)",56.5276,11.7985,0.967207,0.999773
892,"(326.94696940068525, 177.2645276985822)",42.9944,10.5321,0.966479,0.999866
893,"(55.66135410010293, 361.37663778329556)",48.3784,21.8013,0.939486,0.99998
894,"(176.72442482934414, 284.8566863833792)",45.3194,8.36782,0.827353,0.984936
895,"(326.7235939641441, 344.1966586727837)",43.572,12.762,0.941713,0.9978
896,"(284.23032766178744, 461.3683196844976)",46.2891,18.7408,0.961802,0.998398
897,"(155.13544156600375, 286.2159348741265)",47.4804,6.95314,0.941584,0.755841
898,"(450.5657139087999, 350.0100949788908)",39.8493,19.3051,0.959021,0.999688
899,"(53.61320866921059, 282.1541500412558)",45.0341,12.1433,0.971314,0.996957
900,"(248.51126117726434, 306.4986598669484)",52.6966,26.5354,0.934025,1.0
901,"(395.1580917804319, 369.3333110299712)",39.3515,14.0571,0.974428,0.509838
902,"(404.651108285723, 311.52522027385436)",39.4878,13.554,0.96105,1.0
903,"(303.82374884425894, 327.0189179668307)",43.1043,14.0848,0.96183,1.0
904,"(372.38350796265485, 438.75686700537835)",43.5799,17.4394,0.967246,0.998646
905,"(407.25164599125844, 457.14873648059177)",50.1079,7.87038,0.922917,0.999972
906,"(319.43597286047293, 277.91707173171255)",50.3785,11.7886,0.959052,0.999462
907,"(323.378323538945, 459.3191510952607)",43.3982,15.3434,0.957487,0.999989
908,"(441.2550096768265, 59.54636047192645)",52.4876,7.19847,0.981122,0.999825
909,"(289.96456257811275, 376.2975851504345)",52.1046,19.8106,0.973485,0.999997
910,"(331.37794593833036, 392.3656369828855)",42.9545,23.9223,0.964892,0.962054
911,"(325.8506558657123, 295.77141359742774)",44.7117,12.6966,0.953172,0.999945
912,"(445.4279477310603, 265.84837595094723)",47.5577,10.887,0.921214,0.877684
913,"(287.3198438151986, 187.7921131309347)",46.2272,10.646,0.962674,0.999863
914,"(402.268256378798, 318.1153756645212)",46.4437,12.8104,0.965524,0.998906
915,"(164.49156246692058, 266.470651842094)",53.4656,10.5792,0.954728,0.999931
916,"(408.9108843481006, 414.63319733213655)",43.3483,29.159,0.962987,0.999999
917,"(16.10339495918805, 402.9511293036104)",51.8441,12.708,0.977768,0.99924
918,"(312.3393234056431, 403.90881196858675)",42.745,20.7424,0.93944,0.995043
919,"(268.9437624802784, 239.03848381363272)",53.5194,16.1837,0.971872,1.0
920,"(125.93522104227833, 301.30054773988394)",46.872,8.75873,0.948915,0.999956
921,"(225.1886659232598, 362.01802158595353)",51.5519,18.4986,0.975053,0.890212
922,"(320.70016561756734, 390.9738856134578)",40.1036,24.7302,0.941104,0.995217
923,"(212.87443740586312, 323.1023088751863)",46.8234,14.7326,0.964477,0.999988
924,"(365.57504925750226, 64.81395272100373)",46.729,6.6981,0.961356,0.904939
925,"(121.41626457499571, 235.3721003090549)",39.2514,13.7934,0.962077,0.999996
926,"(224.66537452644545, 289.33457899936866)",49.8408,18.1775,0.943433,0.999873
927,"(445.95022731943976, 291.7081548679858)",49.5172,9.35939,0.955265,0.964199
928,"(471.40970688151634, 83.59496217929575)",54.0109,8.8821,0.964397,0.999992
929,"(186.5660359481064, 368.5086444872865)",52.0126,22.8466,0.973552,0.999998
930,"(307.1009468616053, 364.2886855101401)",44.9103,16.1051,0.964939,0.795233
931,"(276.89587096705543, 202.15589978033842)",54.789,8.32512,0.949553,0.601137
932,"(243.15068078203694, 27.445053235797012)",50.9667,7.34751,0.95635,0.999977
933,"(245.74451970538806, 184.06754748248338)",45.247,7.86504,0.962763,0.724015
934,"(247.00912136948156, 387.8759536402581)",41.3363,16.286,0.87344,0.999816
935,"(347.4788526907886, 437.0147087183693)",45.4235,27.2974,0.973932,0.999992
936,"(444.8268765380465, 469.42219899717696)",44.6553,9.72889,0.930188,0.999982
937,"(298.7556574896901, 281.5402968314622)",50.2881,16.0264,0.967778,0.999322
938,"(471.4923225107965, 408.8481878139511)",46.4399,15.0383,0.977694,0.999947
939,"(452.9840900325959, 326.0725260062086)",46.9595,11.2238,0.966221,0.986277
940,"(243.32267674536078, 149.90000056553063)",55.6786,6.90019,0.96476,0.999953
941,"(3.541356342768694, 286.64473983604404)",47.0596,15.2655,0.961956,0.398087
942,"(448.0820790786397, 274.6114026971369)",49.7924,10.4363,0.96114,0.626862
943,"(124.34020438854623, 431.5446498923657)",50.4589,23.6447,0.973093,0.999655
944,"(119.6826807661841, 220.65915770389685)",49.6153,12.8053,0.941862,1.0
945,"(43.44506280024675, 260.92305463153366)",47.7945,9.71788,0.735613,0.999669
946,"(266.5061174307949, 442.4676770344176)",46.8425,14.9926,0.95847,0.912233
947,"(320.7498760801878, 297.62256769133603)",45.6671,15.0475,0.96592,0.999884
948,"(440.889673054175, 27.894034001687693)",48.3866,5.01222,0.953764,0.998962
949,"(347.5492060957769, 448.46199496579663)",49.7395,22.0057,0.97097,1.0
950,"(295.06670759625786, 442.245294348668)",47.5234,27.4306,0.971337,0.999999
951,"(460.4356424755265, 85.28051543600539)",50.7272,6.84625,0.95964,0.984508
952,"(361.595099611445, 223.37513064954203)",50.9015,10.2671,0.946014,0.823098
953,"(438.6618521578638, 345.44400350038273)",56.3938,12.6283,0.980047,0.999832
954,"(465.8045807811041, 248.80070073560694)",46.6656,10.1352,0.936984,0.999733
955,"(319.9424524701455, 466.4663068829773)",53.1706,20.1715,0.962746,0.999947
956,"(228.77595349240883, 327.3070711077224)",46.114,12.038,0.817579,0.999715
957,"(401.26024935681966, 303.6228961661886)",45.4937,11.6583,0.920311,0.999408
958,"(401.13487573480376, 138.37749459087718)",47.8205,10.9854,0.984261,0.99994
959,"(333.990314520802, 326.27841006526506)",47.8335,11.1349,0.933809,0.666984
960,"(357.46697693287257, 403.9018664655883)",45.7399,27.4862,0.906608,0.659625
961,"(328.05941870369685, 215.8479746774775)",44.4211,9.3048,0.953266,0.719403
962,"(269.5006764347476, 130.0606983718095)",43.8547,8.33268,0.955703,0.999997
963,"(438.9388315184924, 231.67137764018597)",49.2776,9.98475,0.961767,0.822674
964,"(342.03889890480434, 440.4147139788421)",46.6773,17.6455,0.951096,1.0
965,"(223.2340382938245, 165.82591959677558)",49.5788,5.10917,0.956813,0.998344
966,"(341.9078502713412, 123.04473620238493)",51.6442,4.86629,0.847733,0.989839
967,"(202.9746085992184, 268.87700588931307)",42.7905,11.7918,0.919394,0.990093
968,"(44.973186557835376, 337.5376528806883)",57.7608,19.5245,0.901317,0.955868
969,"(155.55981338453591, 370.4316412809422)",43.5924,17.2908,0.952168,1.0
970,"(249.3610915030049, 297.5244105781141)",47.9945,11.8212,0.954982,0.644392
971,"(23.39865405405826, 166.10370191424855)",48.555,4.20833,0.936606,0.991285
972,"(326.7685311976276, 272.70784656317056)",48.6086,11.7937,0.852795,0.936909
973,"(308.15095043384565, 43.83797617297602)",41.8405,5.6727,0.937076,0.999999
974,"(168.4379832346067, 270.65243759987237)",47.1227,7.2201,0.688213,0.990314
975,"(309.35069816595234, 246.80931774134402)",45.0565,4.29352,0.805875,0.999956
976,"(282.7756336696539, 15.825431494861746)",44.1574,7.23941,0.93138,0.999993
977,"(52.70260967479732, 163.3549147466468)",46.3467,9.75692,0.962355,0.874819
978,"(61.226837935152226, 327.0979122393497)",39.7485,26.4695,0.964952,0.999979
979,"(237.87447782458858, 319.6916457514594)",41.6749,22.3607,0.954356,0.999965
980,"(322.2805805294951, 256.1611614952488)",48.39,11.0661,0.852597,0.999993
981,"(293.3348836042013, 39.867533665172736)",43.0674,8.98913,0.970116,0.999729
982,"(224.9836797652587, 444.21783177388)",44.3626,14.2271,0.957645,1.0
983,"(398.31158458631376, 414.02868369700144)",43.1061,20.1398,0.958789,1.0
984,"(130.70665839688004, 417.858703127786)",43.2577,23.5545,0.98334,0.999989
985,"(478.66685573733395, 82.03898659930825)",48.7115,8.72511,0.978964,0.846205
986,"(260.54394551646294, 441.4862001063267)",50.417,18.1149,0.950465,0.999974
987,"(243.24409574497403, 257.8656626626896)",43.2714,13.4786,0.91806,0.764666
988,"(446.1206620369337, 12.959008568344071)",52.8456,4.93303,0.940525,0.999517
989,"(261.0897392663456, 407.7365909954943)",40.338,16.1471,0.957666,0.99911
990,"(320.48231509865667, 230.7573136770363)",45.8372,18.5237,0.980461,0.999463
991,"(172.4464803464801, 208.95025113698412)",50.4492,13.881,0.952947,0.975777
992,"(204.8720508465133, 388.9782705038812)",46.2451,10.215,0.94469,0.999693
993,"(163.65817893193235, 341.7467345364689)",49.5381,18.1563,0.911829,0.796145
994,"(64.2089165586616, 162.83440627160533)",42.9529,12.5705,0.982841,0.999967
995,"(126.8887179384791, 369.42813060734443)",48.7323,17.6395,0.939924,1.0
996,"(187.32270408875868, 285.59816852957647)",44.9223,14.0044,0.902322,0.957945
997,"(10.047538444409795, 283.3385356607991)",47.1864,9.69485,0.899411,0.998475
998,"(143.00340555312903, 447.1643074502101)",50.3241,14.5787,0.967494,0.999997
999,"(42.44747495424307, 301.26078085235895)",47.8455,20.6908,0.942241,0.998038
1000,"(46.80617080364978, 391.01234913023126)",49.0286,14.0372,0.897108,0.999937
1001,"(448.6528669932499, 315.73460910245115)",44.8934,11.9124,0.974956,0.995147
1002,"(81.8805980017398, 175.49041774504747)",46.9305,8.86495,0.970388,1.0
1003,"(441.1860152393667, 109.35837914897814)",48.7631,4.30008,0.85785,0.973991
